TransactionDate,StationName,PassengerCount,DayType,DateOfWeek,DayNumberOfMonth,MonthPeriod,MonthNumberOfYear,CalendarQuater,Interest_Agriculture,Interest_Books,Interest_Business,Interest_Education,Interest_Family,Interest_Fasion,Interest_Foods,Interest_General,Interest_Health,Interest_IT,Interest_Residence,Interest_Seminar,Interest_Sports,Interest_Travel,Interest_Vehnicle,EventsGroup_Agriculture,EventsGroup_Books,EventsGroup_Business,EventsGroup_Education,EventsGroup_Family,EventsGroup_Fasion,EventsGroup_Foods,EventsGroup_General,EventsGroup_Health,EventsGroup_IT,EventsGroup_Residence,EventsGroup_Seminar,EventsGroup_Sports,EventsGroup_Travel,EventsGroup_Vehnicle,Interest_Total
2017-04-28,Sukhumvit,8680,PH,Friday,28,Late,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1099
2017-04-29,Sukhumvit,5110,WE,Saturday,29,Late,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1099
2017-04-30,Sukhumvit,4271,WE,Sunday,30,Late,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1099
2017-05-01,Sukhumvit,4002,WE,Monday,1,Early,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-02,Sukhumvit,7615,PH,Tuesday,2,Early,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-03,Sukhumvit,7646,PH,Wednesday,3,Early,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-04,Sukhumvit,7760,PH,Thursday,4,Early,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-05,Sukhumvit,7904,PH,Friday,5,Early,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-06,Sukhumvit,4775,WD,Saturday,6,Mid,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-07,Sukhumvit,3593,WD,Sunday,7,Mid,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-08,Sukhumvit,6875,PH,Monday,8,Mid,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-09,Sukhumvit,7366,PH,Tuesday,9,Mid,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-10,Sukhumvit,3785,WE,Wednesday,10,Mid,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-11,Sukhumvit,7507,PH,Thursday,11,Mid,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-12,Sukhumvit,7466,WE,Friday,12,Mid,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-13,Sukhumvit,4787,WD,Saturday,13,Mid,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-14,Sukhumvit,3819,WD,Sunday,14,Mid,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-15,Sukhumvit,7280,PH,Monday,15,Mid,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-16,Sukhumvit,7310,PH,Tuesday,16,Mid,5,2,0,0,0,0,0,0,1424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1424
2017-05-17,Sukhumvit,7225,PH,Wednesday,17,Mid,5,2,0,0,0,0,0,0,1424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1424
2017-05-18,Sukhumvit,7929,PH,Thursday,18,Mid,5,2,0,0,0,0,0,0,1424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1424
2017-05-19,Sukhumvit,8474,PH,Friday,19,Mid,5,2,0,0,0,0,0,0,1424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1424
2017-05-20,Sukhumvit,5505,WD,Saturday,20,Mid,5,2,0,0,0,0,0,0,1424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1424
2017-05-21,Sukhumvit,4222,WD,Sunday,21,Mid,5,2,0,0,0,0,0,0,1424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1424
2017-05-22,Sukhumvit,7295,PH,Monday,22,Mid,5,2,0,0,0,0,0,0,1424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1424
2017-05-23,Sukhumvit,7356,PH,Tuesday,23,Mid,5,2,0,0,0,0,0,0,1424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1424
2017-05-24,Sukhumvit,7574,PH,Wednesday,24,Mid,5,2,0,0,0,0,0,0,1424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1424
2017-05-25,Sukhumvit,8004,PH,Thursday,25,Late,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-26,Sukhumvit,8466,PH,Friday,26,Late,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-27,Sukhumvit,5850,WD,Saturday,27,Late,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-28,Sukhumvit,4435,WD,Sunday,28,Late,5,2,0,0,0,0,0,0,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1064
2017-05-29,Sukhumvit,7532,PH,Monday,29,Late,5,2,0,0,0,0,0,0,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1064
2017-05-30,Sukhumvit,7587,PH,Tuesday,30,Late,5,2,0,0,0,0,0,0,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1064
2017-05-31,Sukhumvit,7916,PH,Wednesday,31,Late,5,2,0,0,0,0,0,0,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1064
2017-06-01,Sukhumvit,8471,WE,Thursday,1,Early,6,2,0,0,0,0,0,0,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1064
2017-06-02,Sukhumvit,8700,WE,Friday,2,Early,6,2,0,0,0,0,0,0,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1064
2017-06-03,Sukhumvit,5689,WD,Saturday,3,Early,6,2,0,0,0,0,0,0,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1064
2017-06-04,Sukhumvit,4396,WD,Sunday,4,Early,6,2,0,0,0,0,0,0,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1064
2017-06-05,Sukhumvit,7477,WE,Monday,5,Early,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-06,Sukhumvit,7696,WE,Tuesday,6,Mid,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-07,Sukhumvit,7829,WE,Wednesday,7,Mid,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-08,Sukhumvit,7991,WE,Thursday,8,Mid,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-09,Sukhumvit,8595,WE,Friday,9,Mid,6,2,0,0,0,0,0,1463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1463
2017-06-10,Sukhumvit,5532,WD,Saturday,10,Mid,6,2,0,0,0,0,0,1463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1463
2017-06-11,Sukhumvit,4182,WD,Sunday,11,Mid,6,2,0,0,0,0,0,1463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1463
2017-06-12,Sukhumvit,7599,WE,Monday,12,Mid,6,2,0,0,0,0,0,1463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1463
2017-06-13,Sukhumvit,7811,WE,Tuesday,13,Mid,6,2,0,0,0,0,0,1463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1463
2017-06-14,Sukhumvit,8056,WE,Wednesday,14,Mid,6,2,0,0,0,0,0,1463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1463
2017-06-15,Sukhumvit,8154,WE,Thursday,15,Mid,6,2,0,0,0,0,0,1463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1463
2017-06-16,Sukhumvit,8646,WE,Friday,16,Mid,6,2,0,0,0,0,0,1463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1463
2017-06-17,Sukhumvit,5710,WD,Saturday,17,Mid,6,2,0,0,0,0,0,1463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1463
2017-06-18,Sukhumvit,4131,WD,Sunday,18,Mid,6,2,0,0,0,0,0,1463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1463
2017-06-19,Sukhumvit,7755,WE,Monday,19,Mid,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-20,Sukhumvit,8100,WE,Tuesday,20,Mid,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-21,Sukhumvit,8163,WE,Wednesday,21,Mid,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-22,Sukhumvit,8406,WE,Thursday,22,Mid,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-23,Sukhumvit,9195,WE,Friday,23,Mid,6,2,1243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1243
2017-06-24,Sukhumvit,6038,WD,Saturday,24,Mid,6,2,1243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1243
2017-06-25,Sukhumvit,4680,WD,Sunday,25,Late,6,2,1243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1243
2017-06-26,Sukhumvit,7563,WE,Monday,26,Late,6,2,1243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1243
2017-06-27,Sukhumvit,7910,WE,Tuesday,27,Late,6,2,1243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1243
2017-06-28,Sukhumvit,8160,WE,Wednesday,28,Late,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-29,Sukhumvit,8632,WE,Thursday,29,Late,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-30,Sukhumvit,9210,WE,Friday,30,Late,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-01,Sukhumvit,6277,WE,Saturday,1,Early,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-02,Sukhumvit,4900,WE,Sunday,2,Early,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-03,Sukhumvit,8183,PH,Monday,3,Early,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-04,Sukhumvit,8420,PH,Tuesday,4,Early,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-05,Sukhumvit,8162,PH,Wednesday,5,Early,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-06,Sukhumvit,8540,PH,Thursday,6,Mid,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-07,Sukhumvit,8891,PH,Friday,7,Mid,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-08,Sukhumvit,4757,WE,Saturday,8,Mid,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-09,Sukhumvit,3823,WE,Sunday,9,Mid,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-10,Sukhumvit,3803,WD,Monday,10,Mid,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-11,Sukhumvit,7532,PH,Tuesday,11,Mid,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-12,Sukhumvit,7848,PH,Wednesday,12,Mid,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-13,Sukhumvit,8241,PH,Thursday,13,Mid,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-14,Sukhumvit,8503,PH,Friday,14,Mid,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-15,Sukhumvit,5572,WE,Saturday,15,Mid,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-16,Sukhumvit,4372,WE,Sunday,16,Mid,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-17,Sukhumvit,8064,PH,Monday,17,Mid,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-18,Sukhumvit,7982,PH,Tuesday,18,Mid,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-19,Sukhumvit,8323,PH,Wednesday,19,Mid,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-20,Sukhumvit,8247,PH,Thursday,20,Mid,7,3,0,0,0,0,0,683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,683
2017-07-21,Sukhumvit,8853,PH,Friday,21,Mid,7,3,0,0,0,0,0,683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,683
2017-07-22,Sukhumvit,5338,WE,Saturday,22,Mid,7,3,0,0,0,0,0,683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,683
2017-07-23,Sukhumvit,4410,WE,Sunday,23,Mid,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-24,Sukhumvit,8116,PH,Monday,24,Mid,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-25,Sukhumvit,8286,PH,Tuesday,25,Late,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-26,Sukhumvit,8456,PH,Wednesday,26,Late,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-27,Sukhumvit,9025,PH,Thursday,27,Late,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-28,Sukhumvit,4617,WD,Friday,28,Late,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-29,Sukhumvit,5006,WE,Saturday,29,Late,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-30,Sukhumvit,4327,WE,Sunday,30,Late,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-31,Sukhumvit,8076,PH,Monday,31,Late,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-01,Sukhumvit,8033,WE,Tuesday,1,Early,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-02,Sukhumvit,8310,WE,Wednesday,2,Early,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-03,Sukhumvit,8378,WE,Thursday,3,Early,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-04,Sukhumvit,8522,WE,Friday,4,Early,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-05,Sukhumvit,5146,PH,Saturday,5,Early,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-06,Sukhumvit,4404,PH,Sunday,6,Mid,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-07,Sukhumvit,7914,WE,Monday,7,Mid,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-08,Sukhumvit,8131,WE,Tuesday,8,Mid,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-09,Sukhumvit,8604,WE,Wednesday,9,Mid,8,3,0,0,0,0,0,0,0,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,595
2017-08-10,Sukhumvit,9033,WE,Thursday,10,Mid,8,3,0,0,0,0,0,0,0,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,595
2017-08-11,Sukhumvit,9043,WE,Friday,11,Mid,8,3,0,0,0,0,0,0,0,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,595
2017-08-12,Sukhumvit,5088,PH,Saturday,12,Mid,8,3,0,0,0,0,0,0,0,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,595
2017-08-13,Sukhumvit,4905,PH,Sunday,13,Mid,8,3,0,0,0,0,0,0,0,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,595
2017-08-14,Sukhumvit,4124,WD,Monday,14,Mid,8,3,0,0,0,0,0,0,0,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,595
2017-08-15,Sukhumvit,7994,WE,Tuesday,15,Mid,8,3,0,0,0,0,0,0,0,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,595
2017-08-16,Sukhumvit,8097,WE,Wednesday,16,Mid,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-17,Sukhumvit,8574,WE,Thursday,17,Mid,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-18,Sukhumvit,8983,WE,Friday,18,Mid,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-19,Sukhumvit,5868,PH,Saturday,19,Mid,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-20,Sukhumvit,4535,PH,Sunday,20,Mid,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-21,Sukhumvit,7930,WE,Monday,21,Mid,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-22,Sukhumvit,7970,WE,Tuesday,22,Mid,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-23,Sukhumvit,8169,WE,Wednesday,23,Mid,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-24,Sukhumvit,8254,WE,Thursday,24,Mid,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-25,Sukhumvit,9007,WE,Friday,25,Late,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-26,Sukhumvit,5914,PH,Saturday,26,Late,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-27,Sukhumvit,4364,PH,Sunday,27,Late,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-28,Sukhumvit,7918,WE,Monday,28,Late,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
